13495,test_category_labeling_highlight_fordham_bbbb,116,3829,5,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 55, ""startIndexInSegment"": 45, ""selectedText"": ""We collect"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 79, ""startIndexInSegment"": 68, ""selectedText"": ""information"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": 91, ""startIndexInSegment"": 80, ""selectedText"": ""about users"", ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 116, ""startIndexInSegment"": 45, ""selectedText"": ""We collect and receive information about users in a few different ways:"", ""value"": ""Unspecified""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13496,test_category_labeling_highlight_fordham_bbbb,116,3829,5,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 67, ""startIndexInSegment"": 56, ""selectedText"": ""and receive"", ""value"": ""Receive from other service/third-party (unnamed)""}, ""Personal Information Type"": {""endIndexInSegment"": 79, ""startIndexInSegment"": 68, ""selectedText"": ""information"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": 91, ""startIndexInSegment"": 80, ""selectedText"": ""about users"", ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 116, ""startIndexInSegment"": 45, ""selectedText"": ""We collect and receive information about users in a few different ways:"", ""value"": ""Unspecified""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13311,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 178, ""startIndexInSegment"": 174, ""selectedText"": ""name"", ""value"": ""Contact""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13312,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 188, ""startIndexInSegment"": 180, ""selectedText"": ""zip code"", ""value"": ""Location""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13313,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 207, ""startIndexInSegment"": 194, ""selectedText"": ""date of birth"", ""value"": ""Demographic""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13315,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 353, ""startIndexInSegment"": 292, ""selectedText"": ""billing information, which may include your credit card data;"", ""value"": ""Financial""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 273, ""startIndexInSegment"": 231, ""selectedText"": ""When you purchase one of our paid services"", ""value"": ""Basic service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13316,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 429, ""startIndexInSegment"": 408, ""selectedText"": ""give us your zip code"", ""value"": ""Location""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 488, ""startIndexInSegment"": 430, ""selectedText"": ""so that we can tell you where and when movies are playing;"", ""value"": ""Basic service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13317,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 633, ""startIndexInSegment"": 520, ""selectedText"": ""post comments in response to a story or video on any of our Services, we-and other users-receive that information"", ""value"": ""User profile""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 533, ""startIndexInSegment"": 520, ""selectedText"": ""post comments"", ""value"": ""Additional service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13318,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 770, ""startIndexInSegment"": 736, ""selectedText"": ""information about your investments"", ""value"": ""Financial""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 873, ""startIndexInSegment"": 771, ""selectedText"": ""so that we can provide you with up-to-the-second market news and commentary relevant to your holdings."", ""value"": ""Additional service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13319,test_category_labeling_highlight_fordham_aaaa,121,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 62, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 106, ""selectedText"": ""sign up for an AOL account you may give us information"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 1028, ""startIndexInSegment"": 982, ""selectedText"": ""otherwise contact us or provide us information"", ""value"": ""Other""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 1002, ""startIndexInSegment"": 992, ""selectedText"": ""contact us"", ""value"": ""Basic service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13320,test_category_labeling_highlight_fordham_aaaa,121,3829,6,Other,"{""Other Type"": {""endIndexInSegment"": 23, ""startIndexInSegment"": 0, ""selectedText"": ""Information you give us"", ""value"": ""Introductory/Generic""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13497,test_category_labeling_highlight_fordham_bbbb,116,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 63, ""startIndexInSegment"": 26, ""selectedText"": ""You can give us information directly."", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 41, ""startIndexInSegment"": 27, ""selectedText"": ""ou can give us"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 53, ""startIndexInSegment"": 42, ""selectedText"": ""information"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": 63, ""startIndexInSegment"": 0, ""selectedText"": ""Information you give us . You can give us information directly."", ""value"": ""Unspecified""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13498,test_category_labeling_highlight_fordham_bbbb,116,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 117, ""startIndexInSegment"": 102, ""selectedText"": ""you sign up for"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 148, ""startIndexInSegment"": 133, ""selectedText"": ""you may give us"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 160, ""startIndexInSegment"": 149, ""selectedText"": ""information"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": 132, ""startIndexInSegment"": 118, ""selectedText"": ""an AOL account"", ""value"": ""User with account""}, ""Purpose"": {""endIndexInSegment"": 132, ""startIndexInSegment"": 97, ""selectedText"": ""When you sign up for an AOL account"", ""value"": ""Basic service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13499,test_category_labeling_highlight_fordham_bbbb,116,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 117, ""startIndexInSegment"": 102, ""selectedText"": ""you sign up for"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 148, ""startIndexInSegment"": 133, ""selectedText"": ""you may give us"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 189, ""startIndexInSegment"": 169, ""selectedText"": ""your name, zip code,"", ""value"": ""Contact""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": 132, ""startIndexInSegment"": 118, ""selectedText"": ""an AOL account"", ""value"": ""User with account""}, ""Purpose"": {""endIndexInSegment"": 132, ""startIndexInSegment"": 97, ""selectedText"": ""When you sign up for an AOL account"", ""value"": ""Basic service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13500,test_category_labeling_highlight_fordham_bbbb,116,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 117, ""startIndexInSegment"": 102, ""selectedText"": ""you sign up for"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 148, ""startIndexInSegment"": 133, ""selectedText"": ""you may give us"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 208, ""startIndexInSegment"": 194, ""selectedText"": ""date of birth;"", ""value"": ""Demographic""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": 132, ""startIndexInSegment"": 118, ""selectedText"": ""an AOL account"", ""value"": ""User with account""}, ""Purpose"": {""endIndexInSegment"": 132, ""startIndexInSegment"": 97, ""selectedText"": ""When you sign up for an AOL account"", ""value"": ""Basic service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
13501,test_category_labeling_highlight_fordham_bbbb,116,3829,6,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 248, ""startIndexInSegment"": 231, ""selectedText"": ""When you purchase"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 286, ""startIndexInSegment"": 275, ""selectedText"": ""you give us"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 353, ""startIndexInSegment"": 287, ""selectedText"": ""your billing information, which may include your credit card data;"", ""value"": ""Financial""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": 274, ""startIndexInSegment"": 249, ""selectedText"": ""one of our paid services,"", ""value"": ""Additional service/feature""}}",6/23/15,http://privacy.aol.com/privacy-policy/
